Name,Time,X,Y,Layer,Observed,Computed,Weight,Group,Residual
DM80-5,6279.000000,2272827.210560,10432251.227537,12,6495.580000,6512.142545,1.000000,1,-16.562545
DM80-5,6757.000000,2272827.210560,10432251.227537,12,6495.890000,6510.387556,1.000000,1,-14.497556
DM80-5,7031.000000,2272827.210560,10432251.227537,12,6495.180000,6507.876542,1.000000,1,-12.696542
DM80-5,7397.000000,2272827.210560,10432251.227537,12,6494.490000,6505.740094,1.000000,1,-11.250094
DM80-5,7670.000000,2272827.210560,10432251.227537,12,6494.410000,6506.222168,1.000000,1,-11.812168
DM80-5,8218.000000,2272827.210560,10432251.227537,12,6488.730000,6503.141285,1.000000,1,-14.411285
DM80-5,8522.000000,2272827.210560,10432251.227537,12,6491.550000,6500.562663,1.000000,1,-9.012663
DM80-5,8888.000000,2272827.210560,10432251.227537,12,6493.180000,6497.841849,1.000000,1,-4.661849
DM80-5,9314.000000,2272827.210560,10432251.227537,12,6492.060000,6494.855402,1.000000,1,-2.795402
DM80-5,9465.000000,2272827.210560,10432251.227537,12,6491.620000,6494.024167,1.000000,1,-2.404167
DM80-5,10044.000000,2272827.210560,10432251.227537,12,6485.120000,6492.676514,1.000000,1,-7.556514
DM80-5,10191.000000,2272827.210560,10432251.227537,12,6488.420000,6492.332728,1.000000,1,-3.912728
DM80-5,11298.000000,2272827.210560,10432251.227537,12,6489.770000,6485.567727,1.000000,1,4.202273
EastWell,16757.000000,2264741.372331,10438725.899551,12,6353.030000,6360.061415,1.000000,1,-7.031415
EastWell,17792.000000,2264741.372331,10438725.899551,12,6348.780000,6361.174845,1.000000,1,-12.394845
EF-13,10022.000000,2276692.261783,10434697.098939,12,6571.600000,6574.062980,1.000000,1,-2.462980
EF-13,10386.000000,2276692.261783,10434697.098939,12,6558.130000,6571.989606,1.000000,1,-13.859606
EF-13,10729.000000,2276692.261783,10434697.098939,12,6548.260000,6568.425215,1.000000,1,-20.165215
EF-13,11155.000000,2276692.261783,10434697.098939,12,6558.120000,6569.499753,1.000000,1,-11.379753
EF-13,11491.000000,2276692.261783,10434697.098939,12,6556.980000,6570.161989,1.000000,1,-13.181989
EF-13,11617.000000,2276692.261783,10434697.098939,12,6555.920000,6568.980941,1.000000,1,-13.060941
EF-16,6658.000000,2278100.908009,10432608.769719,12,6609.640000,6586.657857,1.000000,1,22.982143
EF-16,7130.000000,2278100.908009,10432608.769719,12,6606.040000,6585.960796,1.000000,1,20.079204
EF-16,7466.000000,2278100.908009,10432608.769719,12,6603.260000,6585.972956,1.000000,1,17.287044
EF-16,7684.000000,2278100.908009,10432608.769719,12,6603.580000,6586.375251,1.000000,1,17.204749
EF-16,8218.000000,2278100.908009,10432608.769719,12,6600.620000,6585.958742,1.000000,1,14.661258
EF-16,8522.000000,2278100.908009,10432608.769719,12,6598.080000,6585.662109,1.000000,1,12.417891
EF-16,8888.000000,2278100.908009,10432608.769719,12,6597.500000,6585.239081,1.000000,1,12.260919
EF-16,9314.000000,2278100.908009,10432608.769719,12,6596.520000,6584.667897,1.000000,1,11.852103
EF-16,9679.000000,2278100.908009,10432608.769719,12,6595.300000,6584.295193,1.000000,1,11.004807
EF-16,9800.000000,2278100.908009,10432608.769719,12,6596.200000,6584.183666,1.000000,1,12.016334
EF-16,10410.000000,2278100.908009,10432608.769719,12,6595.240000,6583.578279,1.000000,1,11.661721
EF-16,10500.000000,2278100.908009,10432608.769719,12,6595.950000,6583.474134,1.000000,1,12.475866
EF-16,10865.000000,2278100.908009,10432608.769719,12,6594.190000,6582.931618,1.000000,1,11.258382
EF-16,11299.000000,2278100.908009,10432608.769719,12,6594.720000,6582.305652,1.000000,1,12.414348
EF-17,6425.000000,2278864.454824,10432565.518644,12,6599.340000,6589.918295,1.000000,1,9.421705
EF-17,9548.000000,2278864.454824,10432565.518644,12,6595.000000,6587.635563,1.000000,1,7.364437
EF-17,11299.000000,2278864.454824,10432565.518644,12,6593.530000,6585.543963,1.000000,1,7.986037
EF-18,6423.000000,2278468.256712,10432677.981424,12,6618.250000,6588.020917,1.000000,1,30.229083
EF-19,6390.000000,2273915.060991,10436574.040973,12,6541.880000,6554.546863,1.000000,1,-12.666863
EF-19,6757.000000,2273915.060991,10436574.040973,12,6542.250000,6554.162523,1.000000,1,-11.912523
EF-19,7031.000000,2273915.060991,10436574.040973,12,6542.590000,6553.833309,1.000000,1,-11.243309
EF-19,7397.000000,2273915.060991,10436574.040973,12,6542.450000,6553.619682,1.000000,1,-11.169682
EF-19,7670.000000,2273915.060991,10436574.040973,12,6542.510000,6554.083496,1.000000,1,-11.573496
EF-19,8218.000000,2273915.060991,10436574.040973,12,6541.860000,6553.648734,1.000000,1,-11.788734
EF-19,8522.000000,2273915.060991,10436574.040973,12,6542.030000,6553.207194,1.000000,1,-11.177194
EF-19,8888.000000,2273915.060991,10436574.040973,12,6541.970000,6552.619899,1.000000,1,-10.649899
EF-19,9314.000000,2273915.060991,10436574.040973,12,6541.630000,6551.934758,1.000000,1,-10.304758
EF-19,9679.000000,2273915.060991,10436574.040973,12,6541.290000,6551.383067,1.000000,1,-10.093067
EF-19,9800.000000,2273915.060991,10436574.040973,12,6541.470000,6551.208249,1.000000,1,-9.738249
EF-19,10380.000000,2273915.060991,10436574.040973,12,6541.510000,6550.432920,1.000000,1,-8.922920
EF-19,10714.000000,2273915.060991,10436574.040973,12,6541.160000,6550.015055,1.000000,1,-8.855055
EF-19,11158.000000,2273915.060991,10436574.040973,12,6540.700000,6549.472497,1.000000,1,-8.772497
EF-19,11493.000000,2273915.060991,10436574.040973,12,6540.430000,6549.071673,1.000000,1,-8.641673
EF-19,11620.000000,2273915.060991,10436574.040973,12,6540.630000,6548.922913,1.000000,1,-8.292913
EF-2,6704.000000,2273869.601856,10431619.211342,12,6506.010000,6513.343543,1.000000,1,-7.333543
EF-2,7118.000000,2273869.601856,10431619.211342,12,6497.600000,6506.395368,1.000000,1,-8.795368
EF-2,7460.000000,2273869.601856,10431619.211342,12,6499.440000,6506.400150,1.000000,1,-6.960150
EF-2,7862.000000,2273869.601856,10431619.211342,12,6497.830000,6506.497440,1.000000,1,-8.667440
EF-2,8231.000000,2273869.601856,10431619.211342,12,6492.730000,6500.801397,1.000000,1,-8.071397
EF-2,8517.000000,2273869.601856,10431619.211342,12,6486.870000,6496.927562,1.000000,1,-10.057562
EF-2,8974.000000,2273869.601856,10431619.211342,12,6483.990000,6492.980391,1.000000,1,-8.990391
EF-2,9342.000000,2273869.601856,10431619.211342,12,6478.210000,6490.404718,1.000000,1,-12.194718
EF-2,9654.000000,2273869.601856,10431619.211342,12,6476.030000,6490.396389,1.000000,1,-14.366389
EF-2,10021.000000,2273869.601856,10431619.211342,12,6480.810000,6490.651791,1.000000,1,-9.841791
EF-2,10392.000000,2273869.601856,10431619.211342,12,6476.840000,6488.378224,1.000000,1,-11.538224
EF-2,10731.000000,2273869.601856,10431619.211342,12,6469.960000,6484.654396,1.000000,1,-14.694396
EF-2,11158.000000,2273869.601856,10431619.211342,12,6463.280000,6481.003299,1.000000,1,-17.723299
EF-2,11444.000000,2273869.601856,10431619.211342,12,6460.010000,6479.242676,1.000000,1,-19.232676
EF-2,11621.000000,2273869.601856,10431619.211342,12,6458.210000,6478.102847,1.000000,1,-19.892847
EF-20,6391.000000,2273853.573873,10437530.497494,12,6460.640000,6553.613044,1.000000,1,-92.973044
EF-20,6757.000000,2273853.573873,10437530.497494,12,6545.790000,6553.236772,1.000000,1,-7.446772
EF-20,7031.000000,2273853.573873,10437530.497494,12,6546.200000,6552.939378,1.000000,1,-6.739378
EF-20,7397.000000,2273853.573873,10437530.497494,12,6546.260000,6552.836885,1.000000,1,-6.576885
EF-20,7670.000000,2273853.573873,10437530.497494,12,6546.440000,6553.448242,1.000000,1,-7.008242
EF-20,8218.000000,2273853.573873,10437530.497494,12,6546.120000,6553.087765,1.000000,1,-6.967765
EF-20,8522.000000,2273853.573873,10437530.497494,12,6546.340000,6552.702148,1.000000,1,-6.362148
EF-20,8888.000000,2273853.573873,10437530.497494,12,6546.320000,6552.216519,1.000000,1,-5.896519
EF-20,9314.000000,2273853.573873,10437530.497494,12,6546.040000,6551.651189,1.000000,1,-5.611189
EF-20,9679.000000,2273853.573873,10437530.497494,12,6545.540000,6551.173185,1.000000,1,-5.633185
EF-20,9800.000000,2273853.573873,10437530.497494,12,6546.300000,6551.017467,1.000000,1,-4.717467
EF-20,10410.000000,2273853.573873,10437530.497494,12,6545.390000,6550.279694,1.000000,1,-4.889694
EF-20,10714.000000,2273853.573873,10437530.497494,12,6545.190000,6549.935018,1.000000,1,-4.745018
EF-20,11157.000000,2273853.573873,10437530.497494,12,6547.710000,6549.453346,1.000000,1,-1.743346
EF-20,11492.000000,2273853.573873,10437530.497494,12,6542.640000,6549.100111,1.000000,1,-6.460111
EF-20,11886.000000,2273853.573873,10437530.497494,12,6545.390000,6548.703572,1.000000,1,-3.313572
EF-20,12212.000000,2273853.573873,10437530.497494,12,6542.670000,6548.402633,1.000000,1,-5.732633
EF-22,6392.000000,2275170.328033,10436322.746027,12,6560.290000,6568.576845,1.000000,1,-8.286845
EF-22,6757.000000,2275170.328033,10436322.746027,12,6564.050000,6568.053803,1.000000,1,-4.003803
EF-22,7031.000000,2275170.328033,10436322.746027,12,6564.110000,6567.514320,1.000000,1,-3.404320
EF-22,7397.000000,2275170.328033,10436322.746027,12,6564.000000,6566.998023,1.000000,1,-2.998023
EF-22,7670.000000,2275170.328033,10436322.746027,12,6564.210000,6567.389160,1.000000,1,-3.179160
EF-22,8218.000000,2275170.328033,10436322.746027,12,6563.770000,6566.711869,1.000000,1,-2.941869
EF-22,8522.000000,2275170.328033,10436322.746027,12,6563.310000,6566.045085,1.000000,1,-2.735085
EF-22,8888.000000,2275170.328033,10436322.746027,12,6563.090000,6565.212389,1.000000,1,-2.122389
EF-22,9314.000000,2275170.328033,10436322.746027,12,6562.630000,6564.473425,1.000000,1,-1.843425
EF-22,9679.000000,2275170.328033,10436322.746027,12,6562.350000,6564.019226,1.000000,1,-1.669226
EF-22,9800.000000,2275170.328033,10436322.746027,12,6562.630000,6563.886332,1.000000,1,-1.256332
EF-22,10410.000000,2275170.328033,10436322.746027,12,6561.930000,6563.206718,1.000000,1,-1.276718
EF-22,10714.000000,2275170.328033,10436322.746027,12,6561.130000,6562.837436,1.000000,1,-1.707436
EF-22,10865.000000,2275170.328033,10436322.746027,12,6561.010000,6562.631394,1.000000,1,-1.621394
EF-22,11298.000000,2275170.328033,10436322.746027,12,6560.610000,6562.060176,1.000000,1,-1.450176
EF-23,6395.000000,2276049.840906,10435911.973837,12,6574.450000,6575.952952,1.000000,1,-1.502952
EF-23,6710.000000,2276049.840906,10435911.973837,12,6574.260000,6575.121883,1.000000,1,-0.861883
EF-23,7116.000000,2276049.840906,10435911.973837,12,6573.650000,6573.480105,1.000000,1,0.169895
EF-23,7455.000000,2276049.840906,10435911.973837,12,6573.970000,6573.096807,1.000000,1,0.873193
EF-23,7859.000000,2276049.840906,10435911.973837,12,6573.470000,6573.189955,1.000000,1,0.280045
EF-23,8230.000000,2276049.840906,10435911.973837,12,6572.210000,6572.215666,1.000000,1,-0.005666
EF-23,8556.000000,2276049.840906,10435911.973837,12,6571.900000,6571.030650,1.000000,1,0.869350
EF-23,8953.000000,2276049.840906,10435911.973837,12,6571.450000,6570.039560,1.000000,1,1.410440
EF-23,9342.000000,2276049.840906,10435911.973837,12,6567.520000,6569.776588,1.000000,1,-2.256588
EF-23,9653.000000,2276049.840906,10435911.973837,12,6570.250000,6569.600274,1.000000,1,0.649726
EF-23,10021.000000,2276049.840906,10435911.973837,12,6570.900000,6569.245237,1.000000,1,1.654763
EF-23,10387.000000,2276049.840906,10435911.973837,12,6570.180000,6568.810841,1.000000,1,1.369159
EF-23,10730.000000,2276049.840906,10435911.973837,12,6569.290000,6568.180289,1.000000,1,1.109711
EF-23,11157.000000,2276049.840906,10435911.973837,12,6568.870000,6567.576058,1.000000,1,1.293942
EF-23,11492.000000,2276049.840906,10435911.973837,12,6567.650000,6567.320718,1.000000,1,0.329282
EF-23,11620.000000,2276049.840906,10435911.973837,12,6567.640000,6567.234994,1.000000,1,0.405006
EF-24,6396.000000,2276561.626060,10435169.680274,12,6580.160000,6580.183332,1.000000,1,-0.023332
EF-24,6707.000000,2276561.626060,10435169.680274,12,6548.530000,6576.404808,1.000000,1,-27.874808
EF-24,7111.000000,2276561.626060,10435169.680274,12,6546.170000,6569.850148,1.000000,1,-23.680148
EF-24,7452.000000,2276561.626060,10435169.680274,12,6565.960000,6570.314394,1.000000,1,-4.354394
EF-24,7865.000000,2276561.626060,10435169.680274,12,6561.060000,6570.420504,1.000000,1,-9.360504
EF-24,8229.000000,2276561.626060,10435169.680274,12,6547.470000,6567.415150,1.000000,1,-19.945150
EF-24,8555.000000,2276561.626060,10435169.680274,12,6547.750000,6564.762601,1.000000,1,-17.012601
EF-24,8945.000000,2276561.626060,10435169.680274,12,6541.440000,6563.479979,1.000000,1,-22.039979
EF-24,9336.000000,2276561.626060,10435169.680274,12,6541.430000,6565.519859,1.000000,1,-24.089859
EF-24,9542.000000,2276561.626060,10435169.680274,12,6542.260000,6567.060516,1.000000,1,-24.800516
EF-24,9869.000000,2276561.626060,10435169.680274,12,6554.510000,6565.588977,1.000000,1,-11.078977
EF-24,10246.000000,2276561.626060,10435169.680274,12,6541.940000,6565.797704,1.000000,1,-23.857704
EF-24,11155.000000,2276561.626060,10435169.680274,12,6541.560000,6562.849886,1.000000,1,-21.289886
EF-24,11491.000000,2276561.626060,10435169.680274,12,6544.450000,6563.533847,1.000000,1,-19.083847
EF-24,11617.000000,2276561.626060,10435169.680274,12,6544.610000,6563.543429,1.000000,1,-18.933429
EF-25,6710.000000,2274743.926342,10435815.210631,12,6559.220000,6566.506504,1.000000,1,-7.286504
EF-25,7116.000000,2274743.926342,10435815.210631,12,6559.180000,6565.654681,1.000000,1,-6.474681
EF-25,7455.000000,2274743.926342,10435815.210631,12,6559.190000,6565.307972,1.000000,1,-6.117972
EF-25,7862.000000,2274743.926342,10435815.210631,12,6559.150000,6565.318684,1.000000,1,-6.168684
EF-25,8232.000000,2274743.926342,10435815.210631,12,6558.960000,6564.746579,1.000000,1,-5.786579
EF-25,8520.000000,2274743.926342,10435815.210631,12,6558.640000,6564.075716,1.000000,1,-5.435716
EF-25,8956.000000,2274743.926342,10435815.210631,12,6558.120000,6563.020662,1.000000,1,-4.900662
EF-25,9343.000000,2274743.926342,10435815.210631,12,6556.910000,6562.335435,1.000000,1,-5.425435
EF-25,9656.000000,2274743.926342,10435815.210631,12,6557.870000,6561.945747,1.000000,1,-4.075747
EF-25,10023.000000,2274743.926342,10435815.210631,12,6558.290000,6561.559730,1.000000,1,-3.269730
EF-25,10393.000000,2274743.926342,10435815.210631,12,6557.970000,6561.173957,1.000000,1,-3.203957
EF-25,10731.000000,2274743.926342,10435815.210631,12,6558.620000,6560.784406,1.000000,1,-2.164406
EF-25,11159.000000,2274743.926342,10435815.210631,12,6557.350000,6560.217713,1.000000,1,-2.867713
EF-25,11494.000000,2274743.926342,10435815.210631,12,6556.220000,6559.839780,1.000000,1,-3.619780
EF-25,11624.000000,2274743.926342,10435815.210631,12,6556.490000,6559.716469,1.000000,1,-3.226469
EF-26,6412.000000,2274048.491920,10436100.425945,12,6593.320000,6558.065432,1.000000,1,35.254568
EF-26,6711.000000,2274048.491920,10436100.425945,12,6544.010000,6557.742402,1.000000,1,-13.732402
EF-26,7116.000000,2274048.491920,10436100.425945,12,6544.310000,6557.180064,1.000000,1,-12.870064
EF-26,7455.000000,2274048.491920,10436100.425945,12,6544.200000,6557.065202,1.000000,1,-12.865202
EF-26,7682.000000,2274048.491920,10436100.425945,12,6543.920000,6557.329651,1.000000,1,-13.409651
EF-26,8218.000000,2274048.491920,10436100.425945,12,6543.820000,6556.861570,1.000000,1,-13.041570
EF-26,8522.000000,2274048.491920,10436100.425945,12,6543.760000,6556.369141,1.000000,1,-12.609141
EF-26,8888.000000,2274048.491920,10436100.425945,12,6543.640000,6555.687845,1.000000,1,-12.047845
EF-26,9314.000000,2274048.491920,10436100.425945,12,6542.380000,6554.907818,1.000000,1,-12.527818
EF-26,9679.000000,2274048.491920,10436100.425945,12,6543.240000,6554.313699,1.000000,1,-11.073699
EF-26,9800.000000,2274048.491920,10436100.425945,12,6543.760000,6554.131111,1.000000,1,-10.371111
EF-26,10387.000000,2274048.491920,10436100.425945,12,6543.690000,6553.324118,1.000000,1,-9.634118
EF-26,10714.000000,2274048.491920,10436100.425945,12,6543.330000,6552.901427,1.000000,1,-9.571427
EF-26,11158.000000,2274048.491920,10436100.425945,12,6543.100000,6552.322349,1.000000,1,-9.222349
EF-26,11493.000000,2274048.491920,10436100.425945,12,6542.830000,6551.888680,1.000000,1,-9.058680
EF-26,11620.000000,2274048.491920,10436100.425945,12,6542.940000,6551.728398,1.000000,1,-8.788398
EF-4,6703.000000,2274470.524225,10431440.412097,12,6504.340000,6514.793656,1.000000,1,-10.453656
EF-4,7118.000000,2274470.524225,10431440.412097,12,6495.890000,6506.934106,1.000000,1,-11.044106
EF-4,7460.000000,2274470.524225,10431440.412097,12,6498.630000,6507.399013,1.000000,1,-8.769013
EF-4,7861.000000,2274470.524225,10431440.412097,12,6495.570000,6507.607770,1.000000,1,-12.037770
EF-4,8231.000000,2274470.524225,10431440.412097,12,6490.940000,6501.918927,1.000000,1,-10.978927
EF-4,8516.000000,2274470.524225,10431440.412097,12,6484.180000,6498.180547,1.000000,1,-14.000547
EF-4,8953.000000,2274470.524225,10431440.412097,12,6481.870000,6493.895013,1.000000,1,-12.025013
EF-4,9342.000000,2274470.524225,10431440.412097,12,6476.160000,6491.486889,1.000000,1,-15.326889
EF-4,9654.000000,2274470.524225,10431440.412097,12,6472.130000,6491.674330,1.000000,1,-19.544330
EF-4,10021.000000,2274470.524225,10431440.412097,12,6478.230000,6491.761575,1.000000,1,-13.531575
EF-4,10392.000000,2274470.524225,10431440.412097,12,6468.220000,6489.320527,1.000000,1,-21.100527
EF-4,10730.000000,2274470.524225,10431440.412097,12,6465.930000,6485.422231,1.000000,1,-19.492231
EF-4,11158.000000,2274470.524225,10431440.412097,12,6459.300000,6481.410861,1.000000,1,-22.110861
EF-4,11491.000000,2274470.524225,10431440.412097,12,6454.630000,6479.339472,1.000000,1,-24.709472
EF-4,11619.000000,2274470.524225,10431440.412097,12,6454.380000,6478.657607,1.000000,1,-24.277607
EF-5,6409.000000,2274119.310000,10432636.680000,12,6521.190000,6514.868659,1.000000,1,6.321341
EF-5,6706.000000,2274119.310000,10432636.680000,12,6504.890000,6512.315741,1.000000,1,-7.425741
EF-5,7134.000000,2274119.310000,10432636.680000,12,6495.900000,6505.918189,1.000000,1,-10.018189
EF-5,7462.000000,2274119.310000,10432636.680000,12,6499.110000,6505.512523,1.000000,1,-6.402523
EF-5,7860.000000,2274119.310000,10432636.680000,12,6497.040000,6505.604633,1.000000,1,-8.564633
EF-5,8231.000000,2274119.310000,10432636.680000,12,6491.380000,6501.536491,1.000000,1,-10.156491
EF-5,8517.000000,2274119.310000,10432636.680000,12,6484.620000,6498.324223,1.000000,1,-13.704223
